,cash,dates
1374,160313.05023215813,2018-11-19
1375,162546.86077952664,2018-11-20
1376,162546.86077952664,2018-11-20
1377,161249.47376183316,2018-11-21
1378,163114.63119075072,2018-11-23
1379,163114.63119075072,2018-11-23
1380,163114.63119075072,2018-11-26
1381,163114.63119075072,2018-11-27
1382,163114.63119075072,2018-11-28
1383,163114.63119075072,2018-11-29
1384,161555.72479749285,2018-11-30
1385,161555.72479749285,2018-12-03
1386,163534.62818727538,2018-12-04
1387,163534.62818727538,2018-12-04
1388,163534.62818727538,2018-12-06
1389,163534.62818727538,2018-12-07
1390,163534.62818727538,2018-12-10
1391,163534.62818727538,2018-12-11
1392,163534.62818727538,2018-12-12
1393,162014.2888942061,2018-12-13
1394,164343.80873691934,2018-12-14
1395,164343.80873691934,2018-12-14
1396,162566.34375697124,2018-12-17
1397,164596.18475212945,2018-12-18
1398,164596.18475212945,2018-12-18
1399,164596.18475212945,2018-12-19
1400,162367.7958141684,2018-12-20
1401,164733.46810903723,2018-12-21
1402,164733.46810903723,2018-12-21
1403,164733.46810903723,2018-12-24
1404,164733.46810903723,2018-12-26
1405,162522.4422647132,2018-12-27
1406,162522.4422647132,2018-12-28
1407,162820.18877845182,2018-12-31
1408,164509.53717092925,2019-01-02
1409,164509.53717092925,2019-01-02
1410,162319.75688487044,2019-01-03
1411,164653.5806906623,2019-01-04
1412,164653.5806906623,2019-01-04
1413,162902.86553280827,2019-01-07
1414,163206.58015099174,2019-01-08
1415,164501.69620035394,2019-01-09
1416,164501.69620035394,2019-01-09
1417,163004.4818153148,2019-01-10
1418,164968.06508126293,2019-01-11
1419,164968.06508126293,2019-01-11
1420,164968.06508126293,2019-01-14
1421,163340.30399310266,2019-01-15
1422,163340.30399310266,2019-01-16
1423,163340.30399310266,2019-01-17
1424,163340.30399310266,2019-01-18
1425,165240.52068873745,2019-01-22
1426,165240.52068873745,2019-01-22
1427,165240.52068873745,2019-01-23
1428,163728.65964221087,2019-01-24
1429,163728.65964221087,2019-01-25
1430,163728.65964221087,2019-01-28
1431,163728.65964221087,2019-01-29
1432,163728.65964221087,2019-01-30
1433,176911.14714221086,2019-01-31
1434,176911.14714221086,2019-01-31
1435,176911.14714221086,2019-02-01
1436,175465.34643830187,2019-02-04
1437,175497.58694272075,2019-02-05
1438,175497.73827608788,2019-02-06
1439,175143.18460331214,2019-02-07
1440,175597.81561188464,2019-02-08
1441,175597.81561188464,2019-02-11
1442,175597.81561188464,2019-02-12
1443,175597.81561188464,2019-02-13
1444,175597.81561188464,2019-02-14
1445,175597.81561188464,2019-02-15
1446,177316.25567613458,2019-02-19
1447,177316.25567613458,2019-02-19
1448,177316.25567613458,2019-02-20
1449,177316.25567613458,2019-02-21
1450,177316.25567613458,2019-02-22
1451,177316.25567613458,2019-02-25
1452,177316.25567613458,2019-02-26
1453,177316.25567613458,2019-02-27
1454,177316.25567613458,2019-02-28
1455,177316.25567613458,2019-03-01
1456,175922.01186900126,2019-03-04
1457,175922.01186900126,2019-03-05
1458,175922.01186900126,2019-03-06
1459,175922.01186900126,2019-03-07
1460,175922.01186900126,2019-03-08
1461,175922.01186900126,2019-03-11
1462,175922.01186900126,2019-03-12
1463,175922.01186900126,2019-03-13
1464,175922.01186900126,2019-03-14
1465,175939.10724608594,2019-03-15
1466,176960.32766084556,2019-03-18
1467,176960.32766084556,2019-03-18
1468,176960.32766084556,2019-03-19
1469,176960.32766084556,2019-03-20
