,cash,dates
1785,64179.95675091751,2020-12-23
1786,64179.95675091751,2020-12-24
1787,64179.95675091751,2020-12-28
1788,64179.95675091751,2020-12-29
1789,64695.20195100481,2020-12-30
1790,64695.20195100481,2020-12-31
1791,64695.20195100481,2021-01-04
1792,64695.20195100481,2021-01-05
1793,64695.20195100481,2021-01-06
1794,64695.20195100481,2021-01-07
1795,64695.20195100481,2021-01-08
1796,64695.20195100481,2021-01-11
1797,64695.20195100481,2021-01-12
1798,64076.0470312299,2021-01-13
1799,64076.0470312299,2021-01-14
1800,64076.0470312299,2021-01-15
1801,64076.0470312299,2021-01-19
1802,64076.0470312299,2021-01-20
1803,64076.0470312299,2021-01-21
1804,64076.0470312299,2021-01-22
1805,64076.0470312299,2021-01-25
1806,64076.0470312299,2021-01-26
1807,64599.628859643904,2021-01-27
1808,64599.628859643904,2021-01-28
1809,64599.628859643904,2021-01-29
1810,64599.628859643904,2021-02-01
1811,64599.628859643904,2021-02-02
1812,64599.628859643904,2021-02-03
1813,64599.628859643904,2021-02-04
1814,64599.628859643904,2021-02-05
1815,64599.628859643904,2021-02-08
1816,64599.628859643904,2021-02-09
1817,64672.85166796984,2021-02-10
1818,64672.85166796984,2021-02-11
1819,64672.85166796984,2021-02-12
1820,64672.85166796984,2021-02-16
1821,64672.85166796984,2021-02-17
1822,64672.85166796984,2021-02-18
1823,64672.85166796984,2021-02-19
1824,64672.85166796984,2021-02-22
1825,64672.85166796984,2021-02-23
1826,63934.95456071951,2021-02-24
1827,63934.95456071951,2021-02-25
1828,63934.95456071951,2021-02-26
1829,63934.95456071951,2021-03-01
1830,63934.95456071951,2021-03-02
1831,63934.95456071951,2021-03-03
1832,63934.95456071951,2021-03-04
1833,63934.95456071951,2021-03-05
1834,63934.95456071951,2021-03-08
1835,63934.95456071951,2021-03-09
1836,64000.39261096265,2021-03-10
1837,64000.39261096265,2021-03-11
1838,64000.39261096265,2021-03-12
1839,64000.39261096265,2021-03-15
1840,64000.39261096265,2021-03-16
1841,64000.39261096265,2021-03-17
1842,64000.39261096265,2021-03-18
1843,64000.39261096265,2021-03-19
1844,64000.39261096265,2021-03-22
1845,64000.39261096265,2021-03-23
1846,64678.26357908295,2021-03-24
1847,64678.26357908295,2021-03-25
1848,64678.26357908295,2021-03-26
1849,64678.26357908295,2021-03-29
1850,64678.26357908295,2021-03-30
1851,64678.26357908295,2021-03-31
1852,64678.26357908295,2021-04-01
1853,64678.26357908295,2021-04-05
1854,64678.26357908295,2021-04-06
1855,64052.63436241771,2021-04-07
1856,64052.63436241771,2021-04-08
1857,64052.63436241771,2021-04-09
1858,64052.63436241771,2021-04-12
1859,64052.63436241771,2021-04-13
1860,64052.63436241771,2021-04-14
1861,64052.63436241771,2021-04-15
1862,64052.63436241771,2021-04-16
1863,64052.63436241771,2021-04-19
1864,64052.63436241771,2021-04-20
1865,65047.619094616195,2021-04-21
1866,65047.619094616195,2021-04-22
1867,65047.619094616195,2021-04-23
1868,65047.619094616195,2021-04-26
1869,65047.619094616195,2021-04-27
1870,65047.619094616195,2021-04-28
1871,65047.619094616195,2021-04-29
1872,65047.619094616195,2021-04-30
1873,65047.619094616195,2021-05-03
1874,65047.619094616195,2021-05-04
1875,64877.92894817324,2021-05-05
1876,64877.92894817324,2021-05-06
1877,64877.92894817324,2021-05-07
1878,64877.92894817324,2021-05-10
1879,64877.92894817324,2021-05-11
1880,64877.92894817324,2021-05-12
1881,64877.92894817324,2021-05-13
1882,64877.92894817324,2021-05-14
1883,64877.92894817324,2021-05-17
1884,64877.92894817324,2021-05-18
1885,64191.51926059375,2021-05-19
1886,64191.51926059375,2021-05-20
1887,64191.51926059375,2021-05-21
1888,64191.51926059375,2021-05-24
1889,64191.51926059375,2021-05-25
1890,64191.51926059375,2021-05-26
1891,64191.51926059375,2021-05-27
1892,64191.51926059375,2021-05-28
1893,64191.51926059375,2021-06-01
1894,64798.23771959774,2021-06-02
1895,64798.23771959774,2021-06-02
1896,65213.593153373295,2021-06-03
1897,65213.593153373295,2021-06-04
1898,65213.593153373295,2021-06-07
1899,65213.593153373295,2021-06-08
1900,65213.593153373295,2021-06-09
1901,65213.593153373295,2021-06-10
1902,65213.593153373295,2021-06-11
1903,65213.593153373295,2021-06-14
1904,65213.593153373295,2021-06-15
1905,65213.593153373295,2021-06-16
1906,64328.91487827572,2021-06-17
1907,64328.91487827572,2021-06-18
1908,64328.91487827572,2021-06-21
1909,64328.91487827572,2021-06-22
1910,64328.91487827572,2021-06-23
1911,68531.40752827571,2021-06-24
1912,68531.40752827571,2021-06-24
1913,68531.40752827571,2021-06-25
1914,72757.65837827571,2021-06-28
1915,72757.65837827571,2021-06-29
1916,72757.65837827571,2021-06-30
1917,72757.65837827571,2021-07-01
1918,72757.65837827571,2021-07-02
1919,72757.65837827571,2021-07-06
1920,72757.65837827571,2021-07-07
1921,72757.65837827571,2021-07-08
1922,72757.65837827571,2021-07-09
1923,71957.57055241009,2021-07-12
1924,71957.57055241009,2021-07-13
1925,71957.57055241009,2021-07-14
1926,71957.57055241009,2021-07-15
1927,71957.57055241009,2021-07-16
1928,71957.57055241009,2021-07-19
1929,71957.57055241009,2021-07-20
1930,71957.57055241009,2021-07-21
1931,71957.57055241009,2021-07-22
1932,71957.57055241009,2021-07-23
1933,72711.46054556702,2021-07-26
1934,72711.46054556702,2021-07-27
1935,72711.46054556702,2021-07-28
1936,72711.46054556702,2021-07-29
1937,72711.46054556702,2021-07-30
1938,72711.46054556702,2021-08-02
1939,72711.46054556702,2021-08-03
1940,72711.46054556702,2021-08-04
1941,72711.46054556702,2021-08-05
1942,72711.46054556702,2021-08-06
1943,72330.88870731925,2021-08-09
1944,72330.88870731925,2021-08-10
1945,72330.88870731925,2021-08-11
1946,72330.88870731925,2021-08-12
1947,72330.88870731925,2021-08-13
1948,72330.88870731925,2021-08-16
1949,72330.88870731925,2021-08-17
1950,72330.88870731925,2021-08-18
1951,72330.88870731925,2021-08-19
1952,72330.88870731925,2021-08-20
1953,72113.4273437428,2021-08-23
1954,72113.4273437428,2021-08-24
1955,72113.4273437428,2021-08-25
1956,72113.4273437428,2021-08-26
1957,76555.1567937428,2021-08-27
1958,76555.1567937428,2021-08-27
1959,76555.1567937428,2021-08-30
1960,76555.1567937428,2021-08-31
1961,76555.1567937428,2021-09-01
1962,81024.0623937428,2021-09-02
1963,81024.0623937428,2021-09-03
1964,81024.0623937428,2021-09-07
1965,81024.0623937428,2021-09-08
1966,81024.0623937428,2021-09-09
1967,81024.0623937428,2021-09-10
1968,81024.0623937428,2021-09-13
1969,81024.0623937428,2021-09-14
